374,Poli,Poli Andrea,C,M;C,3,3,3,3,Bologna,0,0,destro,Italia,29/09/1989 00:00:00,https://content.fantacalcio.it/web/campioncini/card/POLI.jpg,0,0.0,0.0
376,Verdi,Verdi Simone,C,W;T;A,14,14,15,15,Torino,0,0,ambidestro,Italia,12/07/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/VERDI.jpg,0,5.5,5.5
383,Petagna,Petagna Andrea,A,Pc,13,13,12,12,Napoli,0,0,sinistro,Italia,30/06/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card/PETAGNA.jpg,0,0.0,0.0
387,Reina,Reina Pepe,P,Por,1,1,1,1,Lazio,0,0,destro,Spagna,31/08/1982 00:00:00,https://content.fantacalcio.it/web/campioncini/card/REINA.jpg,0,0.0,0.0
390,Ghoulam,Ghoulam Faouzi,D,Ds;E,3,3,3,3,Napoli,0,0,sinistro,Algeria;Francia,01/02/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/GHOULAM.jpg,0,6.0,6.0
392,Koulibaly,Koulibaly Kalidou,D,Dc,14,14,14,14,Napoli,0,0,destro,Francia;Senegal,20/06/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/KOULIBALY.jpg,0,6.75,6.75
393,Luperto,Luperto Sebastiano,D,Ds;Dc,2,2,2,2,Napoli,0,0,sinistro,Italia,06/09/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,0.0,0.0
394,Maggio,Maggio Christian,D,Dd;E,3,3,2,2,Benevento,0,0,destro,Italia,11/02/1982 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MAGGIO.jpg,0,0.0,0.0
397,Allan,Allan,C,M;C,9,9,9,9,Napoli,0,0,destro,Brasile;Portogallo,08/01/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/ALLAN.jpg,1,0.0,0.0
407,Gabbiadini,Gabbiadini Manolo,A,Pc,17,17,16,16,Sampdoria,0,0,sinistro,Italia,26/11/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/GABBIADINI.jpg,0,0.0,0.0
408,Higuain,Higuain Gonzalo,A,Pc,20,20,20,20,Juventus,0,0,destro,Argentina;Francia,10/12/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/HIGUAIN.jpg,1,0.0,0.0
409,Insigne,Insigne Lorenzo,A,A,23,24,23,24,Napoli,0,0,destro,Italia,04/06/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/INSIGNE.jpg,0,6.5,8.0
410,Mertens,Mertens Dries,A,Pc,25,26,25,26,Napoli,0,0,destro,Belgio,06/05/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MERTENS.jpg,0,7.5,11.5
412,Colombi,Colombi Simone,P,Por,1,1,1,1,Parma,0,0,destro,Italia,01/07/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,0.0,0.0
418,Goldaniga,Goldaniga Edoardo,D,Dc,5,6,5,6,Genoa,0,0,ambidestro,Italia,02/11/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card/GOLDANIGA.jpg,0,5.25,5.75
423,Rispoli,Rispoli Andrea,D,Dd;E,5,5,5,5,Crotone,0,0,destro,Italia,29/09/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/RISPOLI.jpg,0,6.0,6.0
425,Terzi,Terzi Claudio,D,Dc,3,3,3,3,Spezia,0,0,destro,Italia,19/06/1984 00:00:00,https://content.fantacalcio.it/web/campioncini/card/TERZI.jpg,0,0.0,0.0
428,Benali,Benali Ahmad,C,C;T,9,9,9,9,Crotone,0,0,destro,Libia;Inghilterra,07/02/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BENALI.jpg,0,0.0,0.0
430,Brugman,Brugman Gaston,C,M;C,5,5,5,5,Parma,0,0,destro,Uruguay;Italia,07/09/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,5.5,5.5
434,Jajalo,Jajalo Mato,C,M;C,6,6,6,6,Udinese,0,0,destro,Bosnia Erzegovina;Croazia,25/05/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/JAJALO.jpg,0,0.0,0.0
440,Viola,Viola Nicolas,C,C,9,9,9,9,Benevento,0,0,sinistro,Italia,12/10/1989 00:00:00,https://content.fantacalcio.it/web/campioncini/card/VIOLA.jpg,0,0.0,0.0
441,Belotti,Belotti Andrea,A,Pc,29,29,29,29,Torino,0,0,destro,Italia,20/12/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BELOTTI.jpg,0,7.0,10.0
447,La Gumina,La Gumina Antonino,A,Pc,4,4,4,4,Sampdoria,0,0,destro,Italia,06/03/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card/LA-GUMINA.jpg,0,0.0,0.0
453,Szczesny,Szczesny Wojciech,P,Por,17,17,17,17,Juventus,0,0,destro,Polonia,18/04/1990 00:00:00,https://content.fantacalcio.it/web/campioncini/card/SZCZESNY.jpg,0,6.5,5.5
454,Capradossi,Capradossi Elio,D,Dc,3,3,3,3,Spezia,0,0,ambidestro,Italia;Uganda,11/03/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,0.0,0.0
